ticker,category,period_index,as_of_date,composite_score,dcf_score,relative_score,recommendation,forward_return_pct
APAM,Financials (S&P 600),6,2025-03-24,31.3,46.9,-31.0,Buy,4.494119008652584
PR,Energy (S&P 400),6,2025-03-24,68.0,100.0,-60.2,Buy,5.155420354687076
EW,Health Care (S&P 500),6,2025-03-24,-31.6,-47.1,30.6,Sell,3.4758281849621904
ACIW,Information Technology (S&P 600),6,2025-03-24,-83.6,-79.6,-100.0,Sell,-18.07826584129598
SPG,Real Estate (S&P 500),6,2025-03-24,32.3,46.2,-23.2,Buy,-4.084904095959317
CEG,Utilities (S&P 500),6,2025-03-24,-49.1,-78.6,69.0,Sell,33.556364427190985
APTV,Consumer Discretionary (S&P 500),6,2025-03-24,73.9,70.5,87.3,Buy,4.913164155597867
JNJ,Health Care (S&P 500),6,2025-03-24,9.7,3.1,36.1,Buy,-7.481071904290058
TEX,Industrials (S&P 400),6,2025-03-24,90.1,91.0,86.7,Buy,11.74085149511752
AMAT,Information Technology (S&P 500),6,2025-03-24,-37.3,-38.8,-31.2,Sell,9.675297521861955
VZ,Communication Services (S&P 500),6,2025-03-24,-34.1,-32.0,-42.5,Sell,-2.732366802575999
EXP,Materials (S&P 400),6,2025-03-24,17.9,30.9,-33.8,Buy,-13.550410404698358
ELF,Consumer Staples (S&P 400),6,2025-03-24,79.2,75.8,92.8,Buy,84.75411345721876
AJG,Financials (S&P 500),6,2025-03-24,-7.9,4.3,-56.4,Sell,-4.997322972549978
CHRD,Energy (S&P 400),6,2025-03-24,84.2,93.2,48.2,Buy,-6.428672781392441
EXLS,Industrials (S&P 400),6,2025-03-24,25.2,31.2,1.1,Buy,-5.658350030157283
RPM,Materials (S&P 400),6,2025-03-24,29.6,36.7,0.8,Buy,-7.979892547669418
HST,Real Estate (S&P 500),6,2025-03-24,67.6,69.6,59.8,Buy,5.810533577052797
NYT,Communication Services (S&P 400),6,2025-03-24,-9.7,-6.3,-23.4,Sell,12.481437553247517
HRL,Consumer Staples (S&P 500),6,2025-03-24,46.3,42.4,61.8,Buy,4.9342650703316995
GAP,Consumer Discretionary (S&P 400),6,2025-03-24,33.0,18.5,90.9,Buy,-0.5930171928028686
HAL,Energy (S&P 500),6,2025-03-24,91.2,91.4,90.3,Buy,-12.238482753187897
CPAY,Financials (S&P 500),6,2025-03-24,25.3,42.4,-43.1,Buy,-11.632913319850296
AXTA,Materials (S&P 400),6,2025-03-24,52.4,56.5,35.8,Buy,-16.325943423634275
BLDR,Industrials (S&P 500),6,2025-03-24,-65.0,-56.2,-100.0,Sell,-12.836860685618085
MAA,Real Estate (S&P 500),6,2025-03-24,59.1,75.1,-4.8,Buy,-8.378037201158842
AROC,Energy (S&P 600),6,2025-03-24,-26.5,-33.8,2.7,Sell,-7.946636552821822
CHD,Consumer Staples (S&P 500),6,2025-03-24,40.6,32.7,72.4,Buy,-9.507654754824122
CMCSA,Communication Services (S&P 500),6,2025-03-24,74.0,84.1,33.6,Buy,-4.800175582659443
VTRS,Health Care (S&P 500),6,2025-03-24,1.7,20.0,-71.4,Hold,-3.2578938000929343
APD,Materials (S&P 500),6,2025-03-24,-37.3,-63.0,65.5,Sell,-7.257878121622384
CCL,Consumer Discretionary (S&P 500),6,2025-03-24,88.6,93.7,68.0,Buy,10.867537494722251
TYL,Information Technology (S&P 500),6,2025-03-24,-43.3,-36.4,-71.2,Sell,-0.804330681134007
COST,Consumer Staples (S&P 500),6,2025-03-24,-33.1,-27.0,-57.2,Sell,5.996214111114117
EXE,Energy (S&P 500),6,2025-03-24,-48.5,-57.9,-11.2,Sell,12.44043948345004
EFX,Industrials (S&P 500),6,2025-03-24,-38.6,-40.1,-32.7,Sell,4.412411973220688
SHW,Materials (S&P 500),6,2025-03-24,14.7,18.0,1.6,Buy,-2.474256495633163
HSY,Consumer Staples (S&P 500),6,2025-03-24,40.8,31.0,79.9,Buy,2.9087942162951155
LNT,Utilities (S&P 500),6,2025-03-24,15.0,18.6,0.6,Buy,-3.076648412133608
APA,Energy (S&P 500),6,2025-03-24,43.0,42.1,46.5,Buy,-2.6037604908029097
MCD,Consumer Discretionary (S&P 500),6,2025-03-24,54.0,55.0,50.3,Buy,-5.42403040037203
IDCC,Information Technology (S&P 400),6,2025-03-24,60.0,100.0,-100.0,Buy,2.945078292349679
PH,Industrials (S&P 500),6,2025-03-24,-26.3,-29.5,-13.6,Sell,1.8653974789537346
NUE,Materials (S&P 500),6,2025-03-24,-16.5,-10.3,-41.1,Sell,-1.9912576840539604
MTN,Consumer Discretionary (S&P 400),6,2025-03-24,83.7,90.2,57.8,Buy,-2.04977144334876
LYV,Communication Services (S&P 500),6,2025-03-24,65.0,80.1,4.5,Buy,17.202014683972056
VAL,Energy (S&P 400),6,2025-03-24,43.9,45.6,37.1,Buy,13.301726657470267
DG,Consumer Staples (S&P 500),6,2025-03-24,53.8,46.7,82.2,Buy,34.95621577981819
RTX,Industrials (S&P 500),6,2025-03-24,10.3,27.4,-58.1,Buy,9.427219340657096
TKO,Communication Services (S&P 500),6,2025-03-24,49.8,80.0,-70.9,Buy,14.686107400220378
HCA,Health Care (S&P 500),6,2025-03-24,55.2,76.4,-29.9,Buy,13.297904516846746
MMS,Industrials (S&P 400),6,2025-03-24,65.9,61.5,83.3,Buy,1.1716841330780188
RS,Materials (S&P 400),6,2025-03-24,-40.1,-30.9,-77.0,Sell,7.450719323137271
CDP,Real Estate (S&P 400),6,2025-03-24,-41.3,-26.6,-100.0,Sell,6.035823391410331
WEC,Utilities (S&P 500),6,2025-03-24,-19.8,-26.9,8.3,Sell,-0.6463814065233918
TMUS,Communication Services (S&P 500),6,2025-03-24,-52.2,-67.3,8.1,Sell,-14.142092895355232
VFC,Consumer Discretionary (S&P 400),6,2025-03-24,45.8,82.3,-100.0,Buy,-30.638196427124733
MTD,Health Care (S&P 500),6,2025-03-24,-6.4,-22.3,57.2,Hold,-4.795967367347769
AM,Energy (S&P 400),6,2025-03-24,22.9,38.0,-37.4,Buy,3.6169895698467536
AAPL,Information Technology (S&P 500),6,2025-03-24,-30.7,-30.9,-30.1,Sell,-8.819106803495977
WLK,Materials (S&P 400),6,2025-03-24,-65.2,-56.5,-100.0,Sell,-29.365635135510317
DIS,Communication Services (S&P 500),6,2025-03-24,41.7,38.1,55.7,Buy,17.418643371730365
MO,Consumer Staples (S&P 500),6,2025-03-24,73.4,80.7,44.1,Buy,7.34001583884944
BKNG,Consumer Discretionary (S&P 500),6,2025-03-24,53.7,80.2,-52.6,Buy,12.813219365143574
UHS,Health Care (S&P 500),6,2025-03-24,26.2,27.7,20.2,Buy,-5.341675195989762
AZZ,Industrials (S&P 600),6,2025-03-24,50.4,64.7,-6.7,Buy,1.5787058250810102
BHE,Information Technology (S&P 600),6,2025-03-24,-52.1,-56.6,-33.9,Sell,-9.723594885520274
LIN,Materials (S&P 500),6,2025-03-24,-14.8,-20.1,6.4,Sell,-0.3868891382050888
WMB,Energy (S&P 500),6,2025-03-24,10.8,17.8,-17.0,Buy,-0.15118590369436996
PEG,Utilities (S&P 500),6,2025-03-24,1.2,-21.3,91.5,Hold,-0.6959868490924119
MZTI,Consumer Staples (S&P 400),6,2025-03-24,-5.0,-25.0,74.9,Hold,-3.3682561990605153
RRX,Industrials (S&P 400),6,2025-03-24,33.0,66.3,-100.0,Buy,12.616909746661168
SWKS,Information Technology (S&P 500),6,2025-03-24,-57.8,-64.7,-30.1,Sell,5.570935995442342
AZO,Consumer Discretionary (S&P 500),6,2025-03-24,21.7,32.0,-19.5,Buy,-0.06807306504531875
CBT,Materials (S&P 400),6,2025-03-24,33.6,29.2,51.4,Buy,-12.417074794357903
GIS,Consumer Staples (S&P 500),6,2025-03-24,51.8,47.3,69.8,Buy,-7.953707151989428
SPGI,Financials (S&P 500),6,2025-03-24,-8.4,8.2,-74.7,Sell,0.23782761085556822
LAMR,Real Estate (S&P 400),6,2025-03-24,40.9,52.0,-3.7,Buy,7.807300963800194
TEL,Information Technology (S&P 500),6,2025-03-24,18.3,28.6,-23.2,Buy,10.024477306964005
MKC,Consumer Staples (S&P 500),6,2025-03-24,10.2,2.2,42.5,Buy,-8.523109947933806
NCLH,Consumer Discretionary (S&P 500),6,2025-03-24,85.0,86.6,78.4,Buy,-8.844851988735858
NFLX,Communication Services (S&P 500),6,2025-03-24,-57.9,-47.4,-100.0,Sell,26.68957706423365
DOW,Materials (S&P 500),6,2025-03-24,-23.8,-4.7,-100.0,Sell,-21.598859683418446
FOXA,Communication Services (S&P 500),6,2025-03-24,-23.6,-28.0,-6.1,Sell,3.483791675116106
LOW,Consumer Discretionary (S&P 500),6,2025-03-24,-16.4,-30.0,38.0,Sell,-8.165780637278917
PSA,Real Estate (S&P 500),6,2025-03-24,40.1,71.1,-83.6,Buy,-0.6515137726730624
NRG,Utilities (S&P 500),6,2025-03-24,27.0,58.8,-100.0,Buy,48.29136366395429
ESAB,Industrials (S&P 400),6,2025-03-24,-22.0,-9.2,-73.5,Sell,-5.840993413936146
WST,Health Care (S&P 500),6,2025-03-24,17.6,10.3,46.9,Buy,-6.842364330715565
BOX,Information Technology (S&P 600),6,2025-03-24,-41.2,-66.7,61.2,Sell,11.359954456401606
SLGN,Materials (S&P 400),6,2025-03-24,72.4,80.6,39.7,Buy,8.100268245044694
BKR,Energy (S&P 500),6,2025-03-24,66.9,60.6,92.0,Buy,-12.005340159213516
PSKY,Communication Services (S&P 500),7,2025-06-22,80.4,87.3,52.6,Buy,53.60712365827742
WSO,Industrials (S&P 400),7,2025-06-22,-46.0,-48.1,-37.9,Sell,-6.993521801418604
LSCC,Information Technology (S&P 400),7,2025-06-22,-77.1,-79.1,-69.3,Sell,43.07814757930893
ASTH,Health Care (S&P 600),7,2025-06-22,91.7,94.9,78.9,Buy,15.708335240681967
AA,Materials (S&P 400),7,2025-06-22,34.7,19.8,94.3,Buy,16.909731127077226
PG,Consumer Staples (S&P 500),7,2025-06-22,4.5,-0.7,25.5,Hold,-1.2401906101259816
TOL,Consumer Discretionary (S&P 400),7,2025-06-22,53.3,73.2,-26.1,Buy,29.23585797938861
MUR,Energy (S&P 400),7,2025-06-22,3.6,-9.6,56.4,Hold,8.420868064794773
BFAM,Consumer Discretionary (S&P 600),7,2025-06-22,-22.4,-32.9,19.6,Sell,-10.880409538757487
VLO,Energy (S&P 500),7,2025-06-22,-18.3,2.2,-100.0,Sell,16.19368397425706
NEE,Utilities (S&P 500),7,2025-06-22,4.1,-7.1,49.2,Hold,0.13933413300355782
CALM,Consumer Staples (S&P 600),7,2025-06-22,-68.5,-68.5,,Sell,0.1280540316457408
BIIB,Health Care (S&P 500),7,2025-06-22,90.4,90.5,90.4,Buy,12.169394657634227
TXN,Information Technology (S&P 500),7,2025-06-22,-78.0,-80.1,-69.5,Sell,-8.846388278066577
PPG,Materials (S&P 500),7,2025-06-22,56.7,50.8,80.5,Buy,1.3630861235881675
PNW,Utilities (S&P 500),7,2025-06-22,2.6,-3.9,28.4,Hold,-1.3401385963873849
AN,Consumer Discretionary (S&P 400),7,2025-06-22,53.5,83.0,-64.7,Buy,10.80476411401105
OMC,Communication Services (S&P 500),7,2025-06-22,79.2,83.1,63.4,Buy,7.692606490268685
KMB,Consumer Staples (S&P 500),7,2025-06-22,2.8,-11.0,57.9,Hold,-1.903803649036959
DINO,Energy (S&P 400),7,2025-06-22,17.5,46.9,-100.0,Buy,26.857234306209314
SMTC,Information Technology (S&P 400),7,2025-06-22,-53.7,-62.8,-17.4,Sell,45.34383328425296
WY,Real Estate (S&P 500),7,2025-06-22,-67.9,-68.9,-63.9,Sell,-7.1939620593845826
CLF,Materials (S&P 400),7,2025-06-22,18.6,48.2,-100.0,Buy,66.33237285031323
CELH,Consumer Staples (S&P 400),7,2025-06-22,-33.1,-61.7,81.3,Sell,26.193223172989093
META,Communication Services (S&P 500),7,2025-06-22,-38.2,-30.4,-69.2,Sell,14.073436841941367
EHC,Health Care (S&P 400),7,2025-06-22,18.3,28.5,-22.7,Buy,4.239142372048156
UNP,Industrials (S&P 500),7,2025-06-22,10.4,3.2,39.5,Buy,-0.23471080552548354
AVNT,Materials (S&P 400),7,2025-06-22,9.2,-7.8,77.1,Buy,5.843996166511442
TNL,Consumer Discretionary (S&P 400),7,2025-06-22,75.6,87.9,26.5,Buy,25.839192695949453
BNL,Real Estate (S&P 600),7,2025-06-22,71.7,81.0,34.7,Buy,14.579185560577004
PM,Consumer Staples (S&P 500),7,2025-06-22,9.9,26.5,-56.5,Buy,-10.427841438821183
PBF,Energy (S&P 400),7,2025-06-22,78.5,94.8,13.3,Buy,28.06943204673611
ALKS,Health Care (S&P 600),7,2025-06-22,85.1,82.3,96.1,Buy,-4.468887006674343
ROL,Industrials (S&P 500),7,2025-06-22,14.5,21.3,-12.4,Buy,-1.4401049747856567
BCPC,Materials (S&P 600),7,2025-06-22,-7.3,-17.9,35.5,Hold,0.326912098729422
GOOG,Communication Services (S&P 500),7,2025-06-22,41.4,41.3,41.8,Buy,52.309155216373725
ANDE,Consumer Staples (S&P 600),7,2025-06-22,11.6,-2.1,66.5,Buy,5.532783093897383
PNR,Industrials (S&P 500),7,2025-06-22,-22.0,-20.0,-30.1,Sell,13.662019748242733
ACLS,Information Technology (S&P 600),7,2025-06-22,-11.6,-35.3,83.0,Sell,44.880348969124526
AVY,Materials (S&P 500),7,2025-06-22,8.3,-6.1,65.8,Buy,-5.8025337413759965
OVV,Energy (S&P 400),7,2025-06-22,-5.0,-4.4,-7.3,Hold,0.11508084179288144
FOX,Communication Services (S&P 500),7,2025-06-22,-32.1,-37.9,-8.8,Sell,8.05282065994677
ANIP,Health Care (S&P 600),7,2025-06-22,16.8,24.0,-12.2,Buy,47.63576040255648
HWM,Industrials (S&P 500),7,2025-06-22,-36.6,-20.7,-100.0,Sell,9.816429038753576
IP,Materials (S&P 500),7,2025-06-22,-46.4,-45.6,-49.9,Sell,2.300919663912871
WMG,Communication Services (S&P 400),7,2025-06-22,-1.1,-8.2,27.4,Hold,27.455998108109213
AMT,Real Estate (S&P 500),7,2025-06-22,14.2,4.6,52.6,Buy,-11.113670542322422
DAR,Consumer Staples (S&P 400),7,2025-06-22,26.1,31.9,2.7,Buy,-17.32262768445005
NVR,Consumer Discretionary (S&P 500),7,2025-06-22,34.4,44.4,-5.7,Buy,13.087009133555455
MTDR,Energy (S&P 400),7,2025-06-22,56.0,63.7,25.0,Buy,-10.979760016071758
OPCH,Health Care (S&P 400),7,2025-06-22,55.8,56.4,53.3,Buy,-10.212499684679527
FDX,Industrials (S&P 500),7,2025-06-22,33.1,30.8,42.3,Buy,3.849285996776218
NXPI,Information Technology (S&P 500),7,2025-06-22,-39.1,-48.5,-1.7,Sell,8.197196763180598
UGI,Utilities (S&P 400),7,2025-06-22,-6.2,8.4,-64.9,Hold,-8.42839709818508
CAKE,Consumer Discretionary (S&P 600),7,2025-06-22,25.6,15.8,64.8,Buy,-8.617567645521513
BG,Consumer Staples (S&P 500),7,2025-06-22,-38.0,-47.9,1.8,Sell,-6.460684675182801
CHTR,Communication Services (S&P 500),7,2025-06-22,61.3,66.1,42.3,Buy,-32.047003879445576
FANG,Energy (S&P 500),7,2025-06-22,-74.7,-77.3,-64.3,Sell,-5.492135852226282
AVTR,Health Care (S&P 400),7,2025-06-22,59.6,51.8,90.7,Buy,-7.885038459008449
ALGM,Information Technology (S&P 400),7,2025-06-22,-25.8,-53.5,84.8,Sell,1.582692806707953
ALGT,Industrials (S&P 600),7,2025-06-22,60.0,100.0,-100.0,Buy,21.465548620601858
STLD,Materials (S&P 500),7,2025-06-22,-20.7,-3.6,-89.2,Sell,11.042692547556356
NWE,Utilities (S&P 400),7,2025-06-22,-0.8,-12.3,45.4,Hold,11.573893076634963
T,Communication Services (S&P 500),7,2025-06-22,29.0,19.0,68.9,Buy,5.509066386736469
DECK,Consumer Discretionary (S&P 500),7,2025-06-22,26.9,19.9,55.0,Buy,11.89890666104872
CVX,Energy (S&P 500),7,2025-06-22,30.7,39.8,-5.7,Buy,5.616160359700543
POST,Consumer Staples (S&P 400),7,2025-06-22,72.1,93.3,-12.4,Buy,-7.777777777777778
PSN,Industrials (S&P 400),7,2025-06-22,79.6,85.4,56.4,Buy,22.220562475699165
ENSG,Health Care (S&P 400),7,2025-06-22,12.5,11.6,16.1,Buy,7.045404467752871
GEF,Materials (S&P 400),7,2025-06-22,7.0,20.1,-45.4,Hold,-4.094622103935222
NWSA,Communication Services (S&P 500),7,2025-06-22,-32.4,-40.6,0.3,Sell,8.375430980830407
CHH,Consumer Discretionary (S&P 400),7,2025-06-22,49.1,52.2,36.6,Buy,-9.550594139134173
CLX,Consumer Staples (S&P 500),7,2025-06-22,-44.1,-76.0,83.4,Sell,1.764365677610663
APAM,Financials (S&P 600),7,2025-06-22,66.2,75.9,27.5,Buy,8.731859273918129
PR,Energy (S&P 400),7,2025-06-22,77.1,85.8,42.4,Buy,-9.016740085970463
ACIW,Information Technology (S&P 600),7,2025-06-22,-13.8,-20.0,10.9,Sell,14.128726655083698
SPG,Real Estate (S&P 500),7,2025-06-22,56.2,67.8,10.0,Buy,16.280174209756833
CEG,Utilities (S&P 500),7,2025-06-22,-36.6,-58.4,50.3,Sell,8.651093145884115
APTV,Consumer Discretionary (S&P 500),7,2025-06-22,87.4,86.4,91.5,Buy,27.188657565707803
OXY,Energy (S&P 500),7,2025-06-22,-33.2,-35.6,-23.4,Sell,1.5700409069389212
JNJ,Health Care (S&P 500),7,2025-06-22,37.6,34.1,51.4,Buy,18.48803845824937
TEX,Industrials (S&P 400),7,2025-06-22,16.8,32.5,-45.7,Buy,14.59561979241221
AMAT,Information Technology (S&P 500),7,2025-06-22,-38.9,-37.0,-46.8,Sell,12.501372232052454
TLN,Utilities (S&P 400),7,2025-06-22,67.7,67.7,,Buy,46.733178197555695
VZ,Communication Services (S&P 500),7,2025-06-22,60.1,66.0,36.7,Buy,5.954503555346964
EXP,Materials (S&P 400),7,2025-06-22,42.9,54.1,-1.7,Buy,17.650890687049273
ELF,Consumer Staples (S&P 400),7,2025-06-22,47.7,40.5,76.7,Buy,16.77931455634386
CHRD,Energy (S&P 400),7,2025-06-22,76.5,91.6,15.8,Buy,-2.326760581269604
EXLS,Industrials (S&P 400),7,2025-06-22,9.1,8.0,13.7,Buy,-1.094639815140721
RPM,Materials (S&P 400),7,2025-06-22,32.6,36.0,18.6,Buy,15.15299912005989
HST,Real Estate (S&P 500),7,2025-06-22,72.1,80.1,40.0,Buy,12.596744241745771
NYT,Communication Services (S&P 400),7,2025-06-22,14.1,12.3,21.2,Buy,7.537122537380483
HRL,Consumer Staples (S&P 500),7,2025-06-22,42.8,39.5,56.1,Buy,-17.59888381863586
GAP,Consumer Discretionary (S&P 400),7,2025-06-22,43.7,31.7,91.8,Buy,5.075936596521827
HAL,Energy (S&P 500),7,2025-06-22,80.7,78.5,89.3,Buy,1.794988317008591
CPAY,Financials (S&P 500),7,2025-06-22,41.0,49.9,5.4,Buy,-4.5461746368445795
AXTA,Materials (S&P 400),7,2025-06-22,71.8,71.4,73.3,Buy,4.163802526009613
BLDR,Industrials (S&P 500),7,2025-06-22,-11.5,-4.5,-39.8,Sell,8.125763678673184
MAA,Real Estate (S&P 500),7,2025-06-22,49.3,60.0,6.1,Buy,-4.2238122888232414
CHD,Consumer Staples (S&P 500),7,2025-06-22,-39.6,-58.0,34.4,Sell,-6.005648531057113
CMCSA,Communication Services (S&P 500),7,2025-06-22,73.8,79.6,50.5,Buy,-7.67571657708758
VTRS,Health Care (S&P 500),7,2025-06-22,65.8,90.2,-31.5,Buy,12.87929445958375
APD,Materials (S&P 500),7,2025-06-22,-34.4,-60.9,71.7,Sell,7.949394716108782
CCL,Consumer Discretionary (S&P 500),7,2025-06-22,85.5,91.3,62.4,Buy,28.397140273299442
TYL,Information Technology (S&P 500),7,2025-06-22,-56.6,-65.3,-21.6,Sell,-6.221810729212462
COST,Consumer Staples (S&P 500),7,2025-06-22,-37.3,-30.3,-65.1,Sell,-2.837151942374849
EXE,Energy (S&P 500),7,2025-06-22,-70.1,-62.6,-100.0,Sell,-18.050761678304703
EFX,Industrials (S&P 500),7,2025-06-22,-31.6,-44.5,20.3,Sell,0.940134616327862
SHW,Materials (S&P 500),7,2025-06-22,12.3,6.4,36.0,Buy,4.21322112740885
HSY,Consumer Staples (S&P 500),7,2025-06-22,53.4,47.5,77.2,Buy,11.773958996287718
LNT,Utilities (S&P 500),7,2025-06-22,27.6,34.7,-0.7,Buy,6.8292880648821495
APA,Energy (S&P 500),7,2025-06-22,-8.5,-16.1,21.8,Sell,19.178214220949606
MCD,Consumer Discretionary (S&P 500),7,2025-06-22,42.5,41.1,48.3,Buy,5.787472675469726
ELAN,Health Care (S&P 400),7,2025-06-22,62.1,55.5,88.8,Buy,42.64487896377972
IDCC,Information Technology (S&P 400),7,2025-06-22,69.0,100.0,-54.8,Buy,47.62081984267697
PH,Industrials (S&P 500),7,2025-06-22,-30.6,-33.7,-17.9,Sell,16.047299292865798
NUE,Materials (S&P 500),7,2025-06-22,-23.4,-11.0,-73.4,Sell,7.691216996072465
MTN,Consumer Discretionary (S&P 400),7,2025-06-22,84.3,90.4,59.8,Buy,-4.905826225911788
LYV,Communication Services (S&P 500),7,2025-06-22,5.8,22.9,-62.6,Hold,9.975150527697672
VAL,Energy (S&P 400),7,2025-06-22,83.9,81.6,92.9,Buy,10.859031144229329
DG,Consumer Staples (S&P 500),7,2025-06-22,-9.4,-19.9,32.7,Sell,-7.96283592657136
RTX,Industrials (S&P 500),7,2025-06-22,42.6,58.7,-21.7,Buy,8.38579784578451
TKO,Communication Services (S&P 500),7,2025-06-22,42.8,78.5,-100.0,Buy,15.379424603975936
HCA,Health Care (S&P 500),7,2025-06-22,60.1,77.0,-7.5,Buy,6.76018623609303
MMS,Industrials (S&P 400),7,2025-06-22,65.4,61.0,82.9,Buy,33.2791983973728
RS,Materials (S&P 400),7,2025-06-22,-19.1,-3.0,-83.4,Sell,-5.990797765038587
CDP,Real Estate (S&P 400),7,2025-06-22,73.8,70.9,85.8,Buy,7.737791045213179
WEC,Utilities (S&P 500),7,2025-06-22,-33.8,-47.4,20.5,Sell,6.557044237924262
TMUS,Communication Services (S&P 500),7,2025-06-22,10.7,1.9,45.6,Buy,7.895187659041834
VFC,Consumer Discretionary (S&P 400),7,2025-06-22,50.2,87.8,-100.0,Buy,24.04596123617912
MTD,Health Care (S&P 500),7,2025-06-22,-4.3,-21.8,65.4,Hold,9.676488774192729
AM,Energy (S&P 400),7,2025-06-22,21.1,34.3,-31.6,Buy,2.2637100487799726
AAPL,Information Technology (S&P 500),7,2025-06-22,-32.2,-38.8,-6.2,Sell,22.277916029114124
WLK,Materials (S&P 400),7,2025-06-22,13.3,-1.4,72.2,Buy,16.065600944739092
PPC,Consumer Staples (S&P 400),7,2025-06-22,30.4,22.8,60.5,Buy,-6.337611695980582
DIS,Communication Services (S&P 500),7,2025-06-22,0.1,-7.8,32.1,Hold,-2.87756316411486
MO,Consumer Staples (S&P 500),7,2025-06-22,74.1,81.1,46.1,Buy,10.357633886793003
BKNG,Consumer Discretionary (S&P 500),7,2025-06-22,52.1,63.4,6.9,Buy,2.8239505309725246
UHS,Health Care (S&P 500),7,2025-06-22,79.6,81.2,73.1,Buy,9.987199094733132
AZZ,Industrials (S&P 600),7,2025-06-22,20.6,28.9,-12.6,Buy,30.46769191901243
BHE,Information Technology (S&P 600),7,2025-06-22,-7.1,-8.3,-2.4,Hold,8.549504520298704
LIN,Materials (S&P 500),7,2025-06-22,-13.3,-22.3,22.9,Sell,5.413476809624721
WMB,Energy (S&P 500),7,2025-06-22,-5.6,9.6,-66.3,Hold,0.2163611893613262
MZTI,Consumer Staples (S&P 400),7,2025-06-22,-2.8,-22.9,77.7,Hold,5.222949940389619
RRX,Industrials (S&P 400),7,2025-06-22,34.1,32.4,41.3,Buy,2.944945110537039
SWKS,Information Technology (S&P 500),7,2025-06-22,-63.4,-69.3,-40.0,Sell,10.477018396393204
AZO,Consumer Discretionary (S&P 500),7,2025-06-22,21.8,32.1,-19.4,Buy,13.26911044392045
VTR,Real Estate (S&P 500),7,2025-06-22,11.6,17.3,-11.1,Buy,8.32085602549329
CBT,Materials (S&P 400),7,2025-06-22,43.9,38.5,65.5,Buy,6.48846433789941
CNX,Energy (S&P 400),7,2025-06-22,-24.2,-11.3,-76.1,Sell,-11.71851948479512
GIS,Consumer Staples (S&P 500),7,2025-06-22,56.7,52.2,74.6,Buy,-3.83637948303138
SPGI,Financials (S&P 500),7,2025-06-22,21.1,16.6,39.2,Buy,0.7624044529339249
NSC,Industrials (S&P 500),7,2025-06-22,-3.9,-14.1,36.9,Hold,12.605453747400597
LAMR,Real Estate (S&P 400),7,2025-06-22,43.8,54.5,0.9,Buy,4.338206581634382
TEL,Information Technology (S&P 500),7,2025-06-22,0.1,10.4,-41.3,Hold,32.928290773196245
MKC,Consumer Staples (S&P 500),7,2025-06-22,17.7,8.4,55.0,Buy,-9.835120555771068
NCLH,Consumer Discretionary (S&P 500),7,2025-06-22,96.3,100.0,81.3,Buy,33.775178821513435
NFLX,Communication Services (S&P 500),7,2025-06-22,-26.5,-13.4,-78.9,Sell,-0.3605624839183965
DOW,Materials (S&P 500),7,2025-06-22,48.9,43.9,68.6,Buy,-14.159040376567983
FOXA,Communication Services (S&P 500),7,2025-06-22,-35.8,-41.3,-14.1,Sell,10.224994518168735
LOW,Consumer Discretionary (S&P 500),7,2025-06-22,14.8,10.5,32.2,Buy,25.31630433590861
PSA,Real Estate (S&P 500),7,2025-06-22,46.7,64.1,-23.1,Buy,-2.8223212562924576
NRG,Utilities (S&P 500),7,2025-06-22,4.7,16.6,-43.0,Hold,8.4739661319064
ESAB,Industrials (S&P 400),7,2025-06-22,-26.1,-22.5,-40.3,Sell,-4.403274396963811
WST,Health Care (S&P 500),7,2025-06-22,15.7,3.0,66.1,Buy,18.18262930049622
BOX,Information Technology (S&P 600),7,2025-06-22,-41.5,-52.4,1.9,Sell,-6.237257705304586
SLGN,Materials (S&P 400),7,2025-06-22,38.8,54.1,-22.4,Buy,-20.312912288889056
BKR,Energy (S&P 500),7,2025-06-22,72.3,67.6,91.2,Buy,22.026114078720934
PSKY,Communication Services (S&P 500),8,2025-09-20,63.2,75.9,12.2,Buy,-30.76110123489749
WSO,Industrials (S&P 400),8,2025-09-20,-36.8,-40.5,-22.3,Sell,-10.02801869552454
LSCC,Information Technology (S&P 400),8,2025-09-20,-84.3,-80.4,-100.0,Sell,4.394230933969462
ASTH,Health Care (S&P 600),8,2025-09-20,88.0,93.0,68.0,Buy,-14.04393069586698
AA,Materials (S&P 400),8,2025-09-20,25.4,8.4,93.5,Buy,58.312206160148314
PG,Consumer Staples (S&P 500),8,2025-09-20,5.8,0.1,28.6,Hold,-6.7737636836644
TOL,Consumer Discretionary (S&P 400),8,2025-09-20,36.8,61.7,-62.9,Buy,0.2663080678139189
MUR,Energy (S&P 400),8,2025-09-20,-5.0,-18.1,47.4,Hold,20.273482173265165
BFAM,Consumer Discretionary (S&P 600),8,2025-09-20,-6.9,-18.6,40.2,Hold,-6.77857238781931
VLO,Energy (S&P 500),8,2025-09-20,-28.3,-10.4,-100.0,Sell,0.6862749607232367
NEE,Utilities (S&P 500),8,2025-09-20,4.0,-7.2,49.0,Hold,12.659820552013956
CALM,Consumer Staples (S&P 600),8,2025-09-20,98.4,98.4,,Buy,-12.946829613337908
BIIB,Health Care (S&P 500),8,2025-09-20,88.1,88.2,87.7,Buy,22.666668808251096
TXN,Information Technology (S&P 500),8,2025-09-20,-74.2,-78.3,-57.8,Sell,-0.8398691201918026
PPG,Materials (S&P 500),8,2025-09-20,54.5,48.2,79.9,Buy,-5.462387259660069
